DR_NO;Date Rptd;AREA NAME;Crm Cd Desc;DATE OCC;TIME OCC;AREA;Rpt Dist No;Vict Age;Vict Sex;Premis Desc;Weapon Used Cd;Status
201910494;06/01/2020 12:00:00 AM;Mission    ;THEFT OF IDENTITY                                       ;04/20/2020 12:00:00 AM;1620;19;1958;36;F;SINGLE FAMILY DWELLING                      ;               ;IC
201916181;10/27/2020 12:00:00 AM;Mission    ;VEHICLE - STOLEN                                        ;10/27/2020 12:00:00 AM;345;19;1974;0; ;STREET                                      ;               ;IC
201917245;11/22/2020 12:00:00 AM;Mission    ;ATTEMPTED ROBBERY                                       ;11/22/2020 12:00:00 AM;1400;19;1985;39;F;STREET                                      ;400;IC
201918330;12/10/2020 12:00:00 AM;Mission    ;CONTRIBUTING                                            ;12/03/2020 12:00:00 AM;600;19;1971;14;F;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);               ;AO
201909132;04/25/2020 12:00:00 AM;Mission    ;BURGLARY                                                ;04/25/2020 12:00:00 AM;300;19;1944;30;M;PUBLIC STORAGE                              ;               ;IC
201911419;06/25/2020 12:00:00 AM;Mission    ;THEFT PLAIN - PETTY ($950 & UNDER)                      ;06/23/2020 12:00:00 AM;1219;19;1966;23;M;PORCH, RESIDENTIAL                          ;               ;IC
201905743;02/06/2020 12:00:00 AM;Mission    ;BATTERY - SIMPLE ASSAULT                                ;02/06/2020 12:00:00 AM;1315;19;1961;46;F;SINGLE FAMILY DWELLING                      ;400;AO
201915405;10/07/2020 12:00:00 AM;Mission    ;CRIMINAL THREATS - NO WEAPON DISPLAYED                  ;10/07/2020 12:00:00 AM;1740;19;1977;37;M;SIDEWALK                                    ;511;IC
201916584;11/05/2020 12:00:00 AM;Mission    ;THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)     ;11/04/2020 12:00:00 AM;2000;19;1988;31;M;PARKING LOT                                 ;               ;IC
201907670;03/16/2020 12:00:00 AM;Mission    ;THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)     ;03/15/2020 12:00:00 AM;45;19;1941;42;F;DRIVEWAY                                    ;               ;IC
201916739;11/10/2020 12:00:00 AM;Mission    ;VEHICLE - STOLEN                                        ;11/09/2020 12:00:00 AM;2100;19;1958;0; ;STREET                                      ;               ;IC
201915835;10/18/2020 12:00:00 AM;Mission    ;BUNCO, GRAND THEFT                                      ;09/13/2020 12:00:00 AM;1500;19;1917;99;F;SINGLE FAMILY DWELLING                      ;               ;IC
201913957;08/31/2020 12:00:00 AM;Mission    ;VEHICLE - STOLEN                                        ;08/31/2020 12:00:00 AM;800;19;1921;0; ;STREET                                      ;               ;IC
201909034;04/22/2020 12:00:00 AM;Mission    ;THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD;04/22/2020 12:00:00 AM;1000;19;1901;52;M;PARKING LOT                                 ;               ;IC
201908056;03/20/2020 12:00:00 AM;Mission    ;BURGLARY                                                ;03/20/2020 12:00:00 AM;1649;19;1985;28;F;BEAUTY SUPPLY STORE                         ;               ;AO
201910029;05/20/2020 12:00:00 AM;Mission    ;VEHICLE - STOLEN                                        ;05/20/2020 12:00:00 AM;1200;19;1987;0; ;GAS STATION                                 ;               ;IC
